id,Data As Of,Totals By,STATE,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths
117047,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,312,0,0
117048,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,30,0,0
117049,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,56,0,0
117050,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,261,0,0
117051,2023-09-27,By Month,Texas,All Sexes,18-29 years,0,396,14,0
117052,2023-09-27,By Month,Texas,All Sexes,25-34 years,0,418,13,0
117053,2023-09-27,By Month,Texas,All Sexes,30-39 years,0,533,26,0
117054,2023-09-27,By Month,Texas,All Sexes,35-44 years,0,619,43,0
117055,2023-09-27,By Month,Texas,All Sexes,40-49 years,0,837,56,14
117056,2023-09-27,By Month,Texas,All Sexes,45-54 years,0,1237,80,23
117057,2023-09-27,By Month,Texas,All Sexes,50-64 years,0,3504,254,58
117058,2023-09-27,By Month,Texas,All Sexes,55-64 years,0,2779,206,44
117059,2023-09-27,By Month,Texas,All Sexes,65-74 years,0,4016,322,41
117060,2023-09-27,By Month,Texas,All Sexes,75-84 years,0,4583,356,31
117061,2023-09-27,By Month,Texas,All Sexes,85 years and over,0,4869,380,25
117062,2023-09-27,By Month,Texas,Male,All Ages,0,10045,739,95
117063,2023-09-27,By Month,Texas,Male,Under 1 year,0,101,0,0
117064,2023-09-27,By Month,Texas,Male,0-17 years,0,178,0,0
117065,2023-09-27,By Month,Texas,Male,1-4 years,0,13,0,0
117066,2023-09-27,By Month,Texas,Male,5-14 years,0,32,0,0
117067,2023-09-27,By Month,Texas,Male,15-24 years,0,208,0,0
117068,2023-09-27,By Month,Texas,Male,18-29 years,0,302,11,0
117069,2023-09-27,By Month,Texas,Male,25-34 years,0,270,0,0
117070,2023-09-27,By Month,Texas,Male,30-39 years,0,325,13,0
117071,2023-09-27,By Month,Texas,Male,35-44 years,0,386,26,0
117072,2023-09-27,By Month,Texas,Male,40-49 years,0,514,35,0
117073,2023-09-27,By Month,Texas,Male,45-54 years,0,754,45,10
117074,2023-09-27,By Month,Texas,Male,50-64 years,0,2154,146,29
117075,2023-09-27,By Month,Texas,Male,55-64 years,0,1709,120,25
117076,2023-09-27,By Month,Texas,Male,65-74 years,0,2320,186,25
117077,2023-09-27,By Month,Texas,Male,75-84 years,0,2385,192,19
117078,2023-09-27,By Month,Texas,Male,85 years and over,0,1867,153,0
117079,2023-09-27,By Month,Texas,Female,All Ages,0,9005,673,89
117080,2023-09-27,By Month,Texas,Female,Under 1 year,0,81,0,0
117081,2023-09-27,By Month,Texas,Female,0-17 years,0,134,0,0
117082,2023-09-27,By Month,Texas,Female,1-4 years,0,17,0,0
117083,2023-09-27,By Month,Texas,Female,5-14 years,0,24,0,0
117084,2023-09-27,By Month,Texas,Female,15-24 years,0,53,0,0
117085,2023-09-27,By Month,Texas,Female,18-29 years,0,94,0,0
117086,2023-09-27,By Month,Texas,Female,25-34 years,0,148,0,0
117087,2023-09-27,By Month,Texas,Female,30-39 years,0,208,13,0
117088,2023-09-27,By Month,Texas,Female,35-44 years,0,233,17,0
117089,2023-09-27,By Month,Texas,Female,40-49 years,0,323,21,0
117090,2023-09-27,By Month,Texas,Female,45-54 years,0,483,35,13
117091,2023-09-27,By Month,Texas,Female,50-64 years,0,1350,108,29
117092,2023-09-27,By Month,Texas,Female,55-64 years,0,1070,86,19
117093,2023-09-27,By Month,Texas,Female,65-74 years,0,1696,136,16
117094,2023-09-27,By Month,Texas,Female,75-84 years,0,2198,164,12
117095,2023-09-27,By Month,Texas,Female,85 years and over,0,3002,227,19
117096,2023-09-27,By Month,Texas,All Sexes,All Ages,0,17629,1202,160
117097,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,153,0,0
117098,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,283,0,0
117099,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,35,0,0
117100,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,51,0,0
117101,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,237,0,0
117102,2023-09-27,By Month,Texas,All Sexes,18-29 years,0,381,0,0
117103,2023-09-27,By Month,Texas,All Sexes,25-34 years,0,400,0,0
117104,2023-09-27,By Month,Texas,All Sexes,30-39 years,0,469,14,0
117105,2023-09-27,By Month,Texas,All Sexes,35-44 years,0,552,29,10
117106,2023-09-27,By Month,Texas,All Sexes,40-49 years,0,754,36,14
117107,2023-09-27,By Month,Texas,All Sexes,45-54 years,0,1125,61,18
117108,2023-09-27,By Month,Texas,All Sexes,50-64 years,0,3212,234,42
117109,2023-09-27,By Month,Texas,All Sexes,55-64 years,0,2546,191,31
117110,2023-09-27,By Month,Texas,All Sexes,65-74 years,0,3666,273,26
117111,2023-09-27,By Month,Texas,All Sexes,75-84 years,0,4284,319,32
117112,2023-09-27,By Month,Texas,All Sexes,85 years and over,0,4580,310,29
117113,2023-09-27,By Month,Texas,Male,All Ages,0,9386,647,78
117114,2023-09-27,By Month,Texas,Male,Under 1 year,0,91,0,0
117115,2023-09-27,By Month,Texas,Male,0-17 years,0,165,0,0
117116,2023-09-27,By Month,Texas,Male,1-4 years,0,15,0,0
117117,2023-09-27,By Month,Texas,Male,5-14 years,0,25,0,0
117118,2023-09-27,By Month,Texas,Male,15-24 years,0,187,0,0
117119,2023-09-27,By Month,Texas,Male,18-29 years,0,300,0,0
117120,2023-09-27,By Month,Texas,Male,25-34 years,0,291,0,0
117121,2023-09-27,By Month,Texas,Male,30-39 years,0,299,0,0
117122,2023-09-27,By Month,Texas,Male,35-44 years,0,350,16,0
117123,2023-09-27,By Month,Texas,Male,40-49 years,0,497,22,0
117124,2023-09-27,By Month,Texas,Male,45-54 years,0,707,35,10
117125,2023-09-27,By Month,Texas,Male,50-64 years,0,1946,139,24
117126,2023-09-27,By Month,Texas,Male,55-64 years,0,1541,116,17
117127,2023-09-27,By Month,Texas,Male,65-74 years,0,2119,156,10
117128,2023-09-27,By Month,Texas,Male,75-84 years,0,2200,170,19
117129,2023-09-27,By Month,Texas,Male,85 years and over,0,1860,141,13
117130,2023-09-27,By Month,Texas,Female,All Ages,0,8243,555,82
117131,2023-09-27,By Month,Texas,Female,Under 1 year,0,62,0,0
117132,2023-09-27,By Month,Texas,Female,0-17 years,0,118,0,0
117133,2023-09-27,By Month,Texas,Female,1-4 years,0,20,0,0
117134,2023-09-27,By Month,Texas,Female,5-14 years,0,26,0,0
117135,2023-09-27,By Month,Texas,Female,15-24 years,0,50,0,0
117136,2023-09-27,By Month,Texas,Female,18-29 years,0,81,0,0
117137,2023-09-27,By Month,Texas,Female,25-34 years,0,109,0,0
117138,2023-09-27,By Month,Texas,Female,30-39 years,0,170,0,0
117139,2023-09-27,By Month,Texas,Female,35-44 years,0,202,13,0
117140,2023-09-27,By Month,Texas,Female,40-49 years,0,257,14,10
117141,2023-09-27,By Month,Texas,Female,45-54 years,0,418,26,0
117142,2023-09-27,By Month,Texas,Female,50-64 years,0,1266,95,18
117143,2023-09-27,By Month,Texas,Female,55-64 years,0,1005,75,14
117144,2023-09-27,By Month,Texas,Female,65-74 years,0,1547,117,16
117145,2023-09-27,By Month,Texas,Female,75-84 years,0,2084,149,13
117146,2023-09-27,By Month,Texas,Female,85 years and over,0,2720,169,16
117147,2023-09-27,By Month,Texas,All Sexes,All Ages,99,18576,1412,116
117148,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,167,0,0
117149,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,276,0,0
117150,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,32,0,0
117151,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,38,0,0
117152,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,270,0,0
117153,2023-09-27,By Month,Texas,All Sexes,18-29 years,0,445,18,0
117154,2023-09-27,By Month,Texas,All Sexes,25-34 years,0,420,17,0
117155,2023-09-27,By Month,Texas,All Sexes,30-39 years,0,471,13,0
117156,2023-09-27,By Month,Texas,All Sexes,35-44 years,0,625,28,0
117157,2023-09-27,By Month,Texas,All Sexes,40-49 years,11,827,49,0
117158,2023-09-27,By Month,Texas,All Sexes,45-54 years,0,1138,73,13
117159,2023-09-27,By Month,Texas,All Sexes,50-64 years,20,3327,264,28
117160,2023-09-27,By Month,Texas,All Sexes,55-64 years,18,2656,219,21
117161,2023-09-27,By Month,Texas,All Sexes,65-74 years,26,3866,310,31
117162,2023-09-27,By Month,Texas,All Sexes,75-84 years,24,4551,373,26
117163,2023-09-27,By Month,Texas,All Sexes,85 years and over,16,4813,380,16
117164,2023-09-27,By Month,Texas,Male,All Ages,54,9879,760,56
117165,2023-09-27,By Month,Texas,Male,Under 1 year,0,101,0,0
117166,2023-09-27,By Month,Texas,Male,0-17 years,0,165,0,0
117167,2023-09-27,By Month,Texas,Male,1-4 years,0,18,0,0
117168,2023-09-27,By Month,Texas,Male,5-14 years,0,20,0,0
117169,2023-09-27,By Month,Texas,Male,15-24 years,0,197,0,0
117170,2023-09-27,By Month,Texas,Male,18-29 years,0,330,14,0
117171,2023-09-27,By Month,Texas,Male,25-34 years,0,304,11,0
117172,2023-09-27,By Month,Texas,Male,30-39 years,0,324,0,0
117173,2023-09-27,By Month,Texas,Male,35-44 years,0,415,16,0
117174,2023-09-27,By Month,Texas,Male,40-49 years,0,526,30,0
117175,2023-09-27,By Month,Texas,Male,45-54 years,0,697,40,0
117176,2023-09-27,By Month,Texas,Male,50-64 years,14,2000,150,14
117177,2023-09-27,By Month,Texas,Male,55-64 years,12,1593,127,12
117178,2023-09-27,By Month,Texas,Male,65-74 years,15,2274,170,14
117179,2023-09-27,By Month,Texas,Male,75-84 years,10,2372,207,12
117180,2023-09-27,By Month,Texas,Male,85 years and over,0,1888,179,11
117181,2023-09-27,By Month,Texas,Female,All Ages,45,8697,652,60
117182,2023-09-27,By Month,Texas,Female,Under 1 year,0,66,0,0
117183,2023-09-27,By Month,Texas,Female,0-17 years,0,111,0,0
117184,2023-09-27,By Month,Texas,Female,1-4 years,0,14,0,0
117185,2023-09-27,By Month,Texas,Female,5-14 years,0,18,0,0
117186,2023-09-27,By Month,Texas,Female,15-24 years,0,73,0,0
117187,2023-09-27,By Month,Texas,Female,18-29 years,0,115,0,0
117188,2023-09-27,By Month,Texas,Female,25-34 years,0,116,0,0
117189,2023-09-27,By Month,Texas,Female,30-39 years,0,147,0,0
117190,2023-09-27,By Month,Texas,Female,35-44 years,0,210,12,0
117191,2023-09-27,By Month,Texas,Female,40-49 years,0,301,19,0
117192,2023-09-27,By Month,Texas,Female,45-54 years,0,441,33,0
117193,2023-09-27,By Month,Texas,Female,50-64 years,0,1327,114,14
117194,2023-09-27,By Month,Texas,Female,55-64 years,0,1063,92,0
117195,2023-09-27,By Month,Texas,Female,65-74 years,11,1592,140,17
117196,2023-09-27,By Month,Texas,Female,75-84 years,14,2179,166,14
117197,2023-09-27,By Month,Texas,Female,85 years and over,0,2925,201,0
117198,2023-09-27,By Month,Texas,All Sexes,All Ages,934,18572,1660,24
117199,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,157,0,0
117200,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,288,0,0
117201,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,40,0,0
117202,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,50,0,0
117203,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,255,0,0
117204,2023-09-27,By Month,Texas,All Sexes,18-29 years,0,438,15,0
117205,2023-09-27,By Month,Texas,All Sexes,25-34 years,14,457,20,0
117206,2023-09-27,By Month,Texas,All Sexes,30-39 years,24,533,24,0
117207,2023-09-27,By Month,Texas,All Sexes,35-44 years,33,640,46,0
117208,2023-09-27,By Month,Texas,All Sexes,40-49 years,42,852,71,0
117209,2023-09-27,By Month,Texas,All Sexes,45-54 years,65,1249,97,0
117210,2023-09-27,By Month,Texas,All Sexes,50-64 years,175,3468,312,0
117211,2023-09-27,By Month,Texas,All Sexes,55-64 years,134,2731,253,0
117212,2023-09-27,By Month,Texas,All Sexes,65-74 years,210,3877,396,0
117213,2023-09-27,By Month,Texas,All Sexes,75-84 years,241,4391,447,0
117214,2023-09-27,By Month,Texas,All Sexes,85 years and over,233,4725,391,0
117215,2023-09-27,By Month,Texas,Male,All Ages,555,10002,936,11
117216,2023-09-27,By Month,Texas,Male,Under 1 year,0,88,0,0
117217,2023-09-27,By Month,Texas,Male,0-17 years,0,169,0,0
117218,2023-09-27,By Month,Texas,Male,1-4 years,0,25,0,0
117219,2023-09-27,By Month,Texas,Male,5-14 years,0,29,0,0
117220,2023-09-27,By Month,Texas,Male,15-24 years,0,187,0,0
117221,2023-09-27,By Month,Texas,Male,18-29 years,0,313,0,0
117222,2023-09-27,By Month,Texas,Male,25-34 years,10,313,14,0
117223,2023-09-27,By Month,Texas,Male,30-39 years,16,359,17,0
117224,2023-09-27,By Month,Texas,Male,35-44 years,23,414,32,0
117225,2023-09-27,By Month,Texas,Male,40-49 years,25,531,40,0
117226,2023-09-27,By Month,Texas,Male,45-54 years,41,776,52,0
117227,2023-09-27,By Month,Texas,Male,50-64 years,125,2158,187,0
117228,2023-09-27,By Month,Texas,Male,55-64 years,97,1698,153,0
117229,2023-09-27,By Month,Texas,Male,65-74 years,148,2295,256,0
117230,2023-09-27,By Month,Texas,Male,75-84 years,134,2345,255,0
117231,2023-09-27,By Month,Texas,Male,85 years and over,101,1832,170,0
117232,2023-09-27,By Month,Texas,Female,All Ages,379,8570,724,13
117233,2023-09-27,By Month,Texas,Female,Under 1 year,0,69,0,0
117234,2023-09-27,By Month,Texas,Female,0-17 years,0,119,0,0
117235,2023-09-27,By Month,Texas,Female,1-4 years,0,15,0,0
117236,2023-09-27,By Month,Texas,Female,5-14 years,0,21,0,0
117237,2023-09-27,By Month,Texas,Female,15-24 years,0,68,0,0
117238,2023-09-27,By Month,Texas,Female,18-29 years,0,125,0,0
117239,2023-09-27,By Month,Texas,Female,25-34 years,0,144,0,0
117240,2023-09-27,By Month,Texas,Female,30-39 years,0,174,0,0
117241,2023-09-27,By Month,Texas,Female,35-44 years,10,226,14,0
117242,2023-09-27,By Month,Texas,Female,40-49 years,17,321,31,0
117243,2023-09-27,By Month,Texas,Female,45-54 years,24,473,45,0
117244,2023-09-27,By Month,Texas,Female,50-64 years,50,1310,125,0
117245,2023-09-27,By Month,Texas,Female,55-64 years,37,1033,100,0
117246,2023-09-27,By Month,Texas,Female,65-74 years,62,1582,140,0
117247,2023-09-27,By Month,Texas,Female,75-84 years,107,2046,192,0
117248,2023-09-27,By Month,Texas,Female,85 years and over,132,2893,221,0
117249,2023-09-27,By Month,Texas,All Sexes,All Ages,964,18731,1560,13
117250,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,164,0,0
117251,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,298,0,0
117252,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,36,0,0
117253,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,51,0,0
117254,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,280,11,0
117255,2023-09-27,By Month,Texas,All Sexes,18-29 years,0,470,15,0
117256,2023-09-27,By Month,Texas,All Sexes,25-34 years,0,494,16,0
117257,2023-09-27,By Month,Texas,All Sexes,30-39 years,11,583,29,0
117258,2023-09-27,By Month,Texas,All Sexes,35-44 years,23,713,42,0
117259,2023-09-27,By Month,Texas,All Sexes,40-49 years,40,927,54,0
117260,2023-09-27,By Month,Texas,All Sexes,45-54 years,76,1302,98,0
117261,2023-09-27,By Month,Texas,All Sexes,50-64 years,232,3488,307,0
117262,2023-09-27,By Month,Texas,All Sexes,55-64 years,179,2726,239,0
117263,2023-09-27,By Month,Texas,All Sexes,65-74 years,234,3770,379,0
117264,2023-09-27,By Month,Texas,All Sexes,75-84 years,224,4382,369,0
117265,2023-09-27,By Month,Texas,All Sexes,85 years and over,218,4813,399,0
117266,2023-09-27,By Month,Texas,Male,All Ages,592,10053,896,0
117267,2023-09-27,By Month,Texas,Male,Under 1 year,0,100,0,0
117268,2023-09-27,By Month,Texas,Male,0-17 years,0,189,0,0
117269,2023-09-27,By Month,Texas,Male,1-4 years,0,24,0,0
117270,2023-09-27,By Month,Texas,Male,5-14 years,0,37,0,0
117271,2023-09-27,By Month,Texas,Male,15-24 years,0,211,0,0
117272,2023-09-27,By Month,Texas,Male,18-29 years,0,356,12,0
117273,2023-09-27,By Month,Texas,Male,25-34 years,0,357,13,0
117274,2023-09-27,By Month,Texas,Male,30-39 years,0,410,20,0
117275,2023-09-27,By Month,Texas,Male,35-44 years,14,485,29,0
117276,2023-09-27,By Month,Texas,Male,40-49 years,27,592,37,0
117277,2023-09-27,By Month,Texas,Male,45-54 years,59,834,73,0
117278,2023-09-27,By Month,Texas,Male,50-64 years,164,2212,195,0
117279,2023-09-27,By Month,Texas,Male,55-64 years,122,1711,142,0
117280,2023-09-27,By Month,Texas,Male,65-74 years,154,2140,231,0
117281,2023-09-27,By Month,Texas,Male,75-84 years,131,2265,214,0
117282,2023-09-27,By Month,Texas,Male,85 years and over,102,1889,183,0
117283,2023-09-27,By Month,Texas,Female,All Ages,372,8678,664,0
117284,2023-09-27,By Month,Texas,Female,Under 1 year,0,64,0,0
117285,2023-09-27,By Month,Texas,Female,0-17 years,0,109,0,0
117286,2023-09-27,By Month,Texas,Female,1-4 years,0,12,0,0
117287,2023-09-27,By Month,Texas,Female,5-14 years,0,14,0,0
117288,2023-09-27,By Month,Texas,Female,15-24 years,0,69,0,0
117289,2023-09-27,By Month,Texas,Female,18-29 years,0,114,0,0
117290,2023-09-27,By Month,Texas,Female,25-34 years,0,137,0,0
117291,2023-09-27,By Month,Texas,Female,30-39 years,0,173,0,0
117292,2023-09-27,By Month,Texas,Female,35-44 years,0,228,13,0
117293,2023-09-27,By Month,Texas,Female,40-49 years,13,335,17,0
117294,2023-09-27,By Month,Texas,Female,45-54 years,17,468,25,0
117295,2023-09-27,By Month,Texas,Female,50-64 years,68,1276,112,0
117296,2023-09-27,By Month,Texas,Female,55-64 years,57,1015,97,0
117297,2023-09-27,By Month,Texas,Female,65-74 years,80,1630,148,0
117298,2023-09-27,By Month,Texas,Female,75-84 years,93,2117,155,0
117299,2023-09-27,By Month,Texas,Female,85 years and over,116,2924,216,0
117300,2023-09-27,By Month,Texas,All Sexes,All Ages,1436,19173,1629,0
117301,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,191,0,0
117302,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,344,0,0
117303,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,37,0,0
117304,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,53,0,0
117305,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,330,0,0
117306,2023-09-27,By Month,Texas,All Sexes,18-29 years,18,493,12,0
117307,2023-09-27,By Month,Texas,All Sexes,25-34 years,34,503,19,0
117308,2023-09-27,By Month,Texas,All Sexes,30-39 years,40,631,31,0
117309,2023-09-27,By Month,Texas,All Sexes,35-44 years,58,769,47,0
117310,2023-09-27,By Month,Texas,All Sexes,40-49 years,114,988,80,0
117311,2023-09-27,By Month,Texas,All Sexes,45-54 years,148,1379,127,0
117312,2023-09-27,By Month,Texas,All Sexes,50-64 years,332,3586,306,0
117313,2023-09-27,By Month,Texas,All Sexes,55-64 years,258,2780,232,0
117314,2023-09-27,By Month,Texas,All Sexes,65-74 years,344,3818,403,0
117315,2023-09-27,By Month,Texas,All Sexes,75-84 years,324,4523,453,0
117316,2023-09-27,By Month,Texas,All Sexes,85 years and over,262,4790,341,0
117317,2023-09-27,By Month,Texas,Male,All Ages,894,10442,939,0
117318,2023-09-27,By Month,Texas,Male,Under 1 year,0,97,0,0
117319,2023-09-27,By Month,Texas,Male,0-17 years,0,186,0,0
117320,2023-09-27,By Month,Texas,Male,1-4 years,0,18,0,0
117321,2023-09-27,By Month,Texas,Male,5-14 years,0,25,0,0
117322,2023-09-27,By Month,Texas,Male,15-24 years,0,250,0,0
117323,2023-09-27,By Month,Texas,Male,18-29 years,10,364,0,0
117324,2023-09-27,By Month,Texas,Male,25-34 years,24,360,14,0
117325,2023-09-27,By Month,Texas,Male,30-39 years,30,426,20,0
117326,2023-09-27,By Month,Texas,Male,35-44 years,41,496,29,0
117327,2023-09-27,By Month,Texas,Male,40-49 years,80,643,49,0
117328,2023-09-27,By Month,Texas,Male,45-54 years,106,896,74,0
117329,2023-09-27,By Month,Texas,Male,50-64 years,237,2266,194,0
117330,2023-09-27,By Month,Texas,Male,55-64 years,183,1743,151,0
117331,2023-09-27,By Month,Texas,Male,65-74 years,221,2204,247,0
117332,2023-09-27,By Month,Texas,Male,75-84 years,202,2417,261,0
117333,2023-09-27,By Month,Texas,Male,85 years and over,113,1936,157,0
117334,2023-09-27,By Month,Texas,Female,All Ages,542,8731,690,0
117335,2023-09-27,By Month,Texas,Female,Under 1 year,0,94,0,0
117336,2023-09-27,By Month,Texas,Female,0-17 years,0,158,0,0
117337,2023-09-27,By Month,Texas,Female,1-4 years,0,19,0,0
117338,2023-09-27,By Month,Texas,Female,5-14 years,0,28,0,0
117339,2023-09-27,By Month,Texas,Female,15-24 years,0,80,0,0
117340,2023-09-27,By Month,Texas,Female,18-29 years,0,129,0,0
117341,2023-09-27,By Month,Texas,Female,25-34 years,10,143,0,0
117342,2023-09-27,By Month,Texas,Female,30-39 years,10,205,11,0
117343,2023-09-27,By Month,Texas,Female,35-44 years,17,273,18,0
117344,2023-09-27,By Month,Texas,Female,40-49 years,34,345,31,0
117345,2023-09-27,By Month,Texas,Female,45-54 years,42,483,53,0
117346,2023-09-27,By Month,Texas,Female,50-64 years,95,1320,112,0
117347,2023-09-27,By Month,Texas,Female,55-64 years,75,1037,81,0
117348,2023-09-27,By Month,Texas,Female,65-74 years,123,1614,156,0
117349,2023-09-27,By Month,Texas,Female,75-84 years,122,2106,192,0
117350,2023-09-27,By Month,Texas,Female,85 years and over,149,2854,184,0
117351,2023-09-27,By Month,Texas,All Sexes,All Ages,6971,26487,4703,11
117352,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,159,0,0
117353,2023-09-27,By Month,Texas,All Sexes,0-17 years,13,317,0,0
117354,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,37,0,0
117355,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,53,0,0
117356,2023-09-27,By Month,Texas,All Sexes,15-24 years,23,330,11,0
117357,2023-09-27,By Month,Texas,All Sexes,18-29 years,64,551,40,0
117358,2023-09-27,By Month,Texas,All Sexes,25-34 years,99,634,66,0
117359,2023-09-27,By Month,Texas,All Sexes,30-39 years,141,809,89,0
117360,2023-09-27,By Month,Texas,All Sexes,35-44 years,238,972,140,0
117361,2023-09-27,By Month,Texas,All Sexes,40-49 years,375,1321,216,0
117362,2023-09-27,By Month,Texas,All Sexes,45-54 years,582,1897,350,0
117363,2023-09-27,By Month,Texas,All Sexes,50-64 years,1525,5022,987,0
117364,2023-09-27,By Month,Texas,All Sexes,55-64 years,1168,3938,766,0
117365,2023-09-27,By Month,Texas,All Sexes,65-74 years,1726,5795,1201,0
117366,2023-09-27,By Month,Texas,All Sexes,75-84 years,1685,6267,1190,0
117367,2023-09-27,By Month,Texas,All Sexes,85 years and over,1442,6405,974,0
117368,2023-09-27,By Month,Texas,Male,All Ages,4138,14659,2725,0
117369,2023-09-27,By Month,Texas,Male,Under 1 year,0,87,0,0
117370,2023-09-27,By Month,Texas,Male,0-17 years,0,191,0,0
117371,2023-09-27,By Month,Texas,Male,1-4 years,0,20,0,0
117372,2023-09-27,By Month,Texas,Male,5-14 years,0,36,0,0
117373,2023-09-27,By Month,Texas,Male,15-24 years,13,239,0,0
117374,2023-09-27,By Month,Texas,Male,18-29 years,41,391,28,0
117375,2023-09-27,By Month,Texas,Male,25-34 years,69,446,47,0
117376,2023-09-27,By Month,Texas,Male,30-39 years,100,553,60,0
117377,2023-09-27,By Month,Texas,Male,35-44 years,162,641,88,0
117378,2023-09-27,By Month,Texas,Male,40-49 years,257,884,133,0
117379,2023-09-27,By Month,Texas,Male,45-54 years,388,1240,214,0
117380,2023-09-27,By Month,Texas,Male,50-64 years,984,3196,600,0
117381,2023-09-27,By Month,Texas,Male,55-64 years,752,2506,464,0
117382,2023-09-27,By Month,Texas,Male,65-74 years,1060,3456,735,0
117383,2023-09-27,By Month,Texas,Male,75-84 years,1018,3389,693,0
117384,2023-09-27,By Month,Texas,Male,85 years and over,669,2599,474,0
117385,2023-09-27,By Month,Texas,Female,All Ages,2833,11828,1978,0
117386,2023-09-27,By Month,Texas,Female,Under 1 year,0,72,0,0
117387,2023-09-27,By Month,Texas,Female,0-17 years,0,126,0,0
117388,2023-09-27,By Month,Texas,Female,1-4 years,0,17,0,0
117389,2023-09-27,By Month,Texas,Female,5-14 years,0,17,0,0
117390,2023-09-27,By Month,Texas,Female,15-24 years,10,91,0,0
117391,2023-09-27,By Month,Texas,Female,18-29 years,23,160,12,0
117392,2023-09-27,By Month,Texas,Female,25-34 years,30,188,19,0
117393,2023-09-27,By Month,Texas,Female,30-39 years,41,256,29,0
117394,2023-09-27,By Month,Texas,Female,35-44 years,76,331,52,0
117395,2023-09-27,By Month,Texas,Female,40-49 years,118,437,83,0
117396,2023-09-27,By Month,Texas,Female,45-54 years,194,657,136,0
117397,2023-09-27,By Month,Texas,Female,50-64 years,541,1826,387,0
117398,2023-09-27,By Month,Texas,Female,55-64 years,416,1432,302,0
117399,2023-09-27,By Month,Texas,Female,65-74 years,666,2339,466,0
117400,2023-09-27,By Month,Texas,Female,75-84 years,667,2878,497,0
117401,2023-09-27,By Month,Texas,Female,85 years and over,773,3806,500,0
117402,2023-09-27,By Month,Texas,All Sexes,All Ages,5147,23894,3829,0
117403,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,186,0,0
117404,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,337,0,0
117405,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,39,0,0
117406,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,50,0,0
117407,2023-09-27,By Month,Texas,All Sexes,15-24 years,10,310,0,0
117408,2023-09-27,By Month,Texas,All Sexes,18-29 years,23,512,18,0
117409,2023-09-27,By Month,Texas,All Sexes,25-34 years,40,586,43,0
117410,2023-09-27,By Month,Texas,All Sexes,30-39 years,68,707,66,0
117411,2023-09-27,By Month,Texas,All Sexes,35-44 years,153,889,103,0
117412,2023-09-27,By Month,Texas,All Sexes,40-49 years,291,1209,175,0
117413,2023-09-27,By Month,Texas,All Sexes,45-54 years,444,1712,291,0
117414,2023-09-27,By Month,Texas,All Sexes,50-64 years,1141,4560,847,0
117415,2023-09-27,By Month,Texas,All Sexes,55-64 years,877,3553,664,0
117416,2023-09-27,By Month,Texas,All Sexes,65-74 years,1278,5144,982,0
117417,2023-09-27,By Month,Texas,All Sexes,75-84 years,1280,5744,989,0
117418,2023-09-27,By Month,Texas,All Sexes,85 years and over,1062,5681,745,0
117419,2023-09-27,By Month,Texas,Male,All Ages,2903,12850,2168,0
117420,2023-09-27,By Month,Texas,Male,Under 1 year,0,89,0,0
117421,2023-09-27,By Month,Texas,Male,0-17 years,0,179,0,0
117422,2023-09-27,By Month,Texas,Male,1-4 years,0,21,0,0
117423,2023-09-27,By Month,Texas,Male,5-14 years,0,22,0,0
117424,2023-09-27,By Month,Texas,Male,15-24 years,0,225,0,0
117425,2023-09-27,By Month,Texas,Male,18-29 years,17,375,17,0
117426,2023-09-27,By Month,Texas,Male,25-34 years,28,421,33,0
117427,2023-09-27,By Month,Texas,Male,30-39 years,48,486,41,0
